Text,BAL,BNP,NCP,BangladeshJamaat_e_Islami,JaPa
অনেক জিনিয়াস একজন রাষ্ট্র প্রধান ছিলো। আল্লাহ তা'য়ালা জান্নাতুল ফেরদৌস দান করুনআমিন,2,1,2,2,2
শহীদ জিয়াউর রহমান আল্লাহ তার প্রতি রহম করুন।,2,1,2,2,2
আমাদের জিয়া,2,1,2,2,2
বাংলাদেশ জাতীয়বাদী দল জিন্দাবাদ,2,1,2,2,2
আগামী রাষ্ট্র নায়ক জননেতা জনাব তারেক রহমান বাংলাদেশ জাতীয়তাবাদী দল জিন্দাবাদ 🌾♥️🇧🇩 ভালোবাসা অবিরাম,2,1,2,2,2
জাতীয়তাবাদী ও গণতন্ত্র বিশ্বাসী দল বিএনপির নেতাকর্মীরা জনগণের সেবক হয়ে দায়িত্ব পালন করবে🇧🇩🥰🥰✊✊,2,1,2,2,2
তারেক রহমান দেশও জাতির নেতা,2,1,2,2,2
বিএনপি একমাত্র দল যা কিনা মানুষ দুঃখ-কষ্ট বুঝে ১৭ বছর ক্ষমতা নাই তবুও মানুষের পাশে ছিলেন থাকবে আশা করি,2,1,2,2,2
বিএনপির অবদানের কথা আমরা কখনো ভুলবো না,2,1,2,2,2
বাংলাদেশ জাতীয়তাবাদী দল বিএনপি জিন্দাবাদ জিন্দাবাদ জিন্দাবাদ,2,1,2,2,2
বাংলাদেশ দেশের অপর নাম তারেক রহমান বাবা ছিলেন রাষ্ট্রপতি মা ছিলেন প্রধানমন্ত্রী এরকম নেতা পৃথিবীর বুকে আর নাই,2,1,2,2,2
"এরা ক্ষমতায় আসার পর মনে হচ্ছে সরকারবিহিন একটা দেশে বাস করছি, কোনো আইন শৃঙ্খলাই নাই।",2,3,2,2,2
নতুন ফ্যাসিস্ট শক্তি,2,3,2,2,2
নব্য স্বৈরাচার,2,3,2,2,2
"চাঁদাবাজির অভিযোগগুলো আগে বন্ধ করেন, তারপর বড় বড় কথা বলেন।",2,3,2,2,2
বিএনপিকে নিয়ে মানুষের প্রত্যাশার চেয়ে সন্দেহই বেশি।,2,3,2,2,2
বিএনপির নিজেদের দলের ভেতরেই তো অনেক সমস্যা।,2,3,2,2,2
"কথায় গণতন্ত্র, কাজে কতটা গণতন্ত্র থাকবে",2,3,2,2,2
এত বছর রাজনীতি করেও সাধারণ মানুষের আস্থা পুরোপুরি অর্জন করতে পারেনি।,2,3,2,2,2
বিএনপি ক্ষমতায় থাকলে দুর্নীতি কমবে এমন নিশ্চয়তা কোথায়?,2,3,2,2,2
‎চান্দা রেডি।,2,3,2,2,2
দলীয় স্বার্থের আগে দেশের স্বার্থকে গুরুত্ব দেন বুঝলেন তারেক সাহেব?,2,3,2,2,2
"জনগণ এখন আবেগ নয়, ফলাফল দেখতে চায় চাদাবাজদল একটা",2,3,2,2,2
"কথায় গণতন্ত্র, কাজে কতটা গণতন্ত্র থাকবে সেটাতো কয়েক মাসেই আমরা বুঝতে পারছি।",2,3,2,2,2
এবার শেখ হাসিনার চেয়েও ভয়ঙ্কর দেশের অবস্থা করবে বিএনপি,3,3,2,2,2
‎কারেন্ট নাই তারেক সাহেব।‎আমরা কারেন্ট চাই,2,3,2,2,2
"‎ধানের শীষে, জালিয়াতিতে শীর্ষে।",2,3,2,2,2
"ধানের শীষ, দেশ শেষ",2,3,2,2,2
"দূর্নীতি, চাঁদাবাজি বন্ধ হোক, দেশের স্বার্থ সবার আগে। ২৪ এর কথা স্মরণ রাখা দরকার বিএনপির, নয়তো পরিনতি ভালো হবে না।।",2,3,2,2,2
এককথায় চাঁদাবাজ দল মানেই বাংলাদেশ জাতীয়তাবাদী দল ।,2,3,2,2,2
আব্বাস চাঁদাবাজ! আব্বাস চাঁদাবাজ!,2,3,2,2,2
আব্বাসের মতো এত বড় মাফিয়া সন্ত্রাস চাঁদাবাজকে বিএনপি এত বড় একটা দায়িত্ব কীভাবে দিল...,2,3,2,2,2
বিএনপি একটি চাঁদাবাজ সংগঠন ।,2,3,2,2,2
বিএনপির বেশিরভাগ নেতারাই চাঁদাবাজি করে । তারা চাঁদা না দিলে মানুষ খুন করতেও পিছপা হয় না ।,2,3,2,2,2
